Time PAO1_Count PAO1_Conc Acetate_Count Acetate_Conc PAO1_Died bacteria_couldn't_eat
268 40 0.27 70739 2.2 0 0
269 40 0.27 70667 2.2 0 0
270 40 0.27 70595 2.2 0 0
271 40 0.28 70529 2.19 0 0
272 40 0.28 70459 2.19 0 0
273 40 0.28 70389 2.19 0 0
274 40 0.29 70316 2.19 0 0
275 40 0.29 70237 2.18 0 0
276 40 0.29 70161 2.18 0 0
277 40 0.29 70085 2.18 0 0
278 40 0.3 70009 2.18 0 0
279 40 0.3 69928 2.18 0 0
280 40 0.3 69848 2.17 0 0
281 40 0.31 69768 2.17 0 0
282 40 0.31 69688 2.17 0 0
283 40 0.31 69608 2.17 0 0
284 40 0.31 69526 2.16 0 0
285 40 0.32 69446 2.16 0 0
286 40 0.32 69364 2.16 0 0
287 40 0.32 69281 2.16 0 0
288 40 0.33 69197 2.15 0 0
289 40 0.33 69111 2.15 0 0
290 40 0.33 69030 2.15 0 0
291 40 0.34 68944 2.15 0 0
292 40 0.34 68858 2.14 0 0
293 40 0.34 68774 2.14 0 0
294 40 0.35 68685 2.14 0 0
295 40 0.35 68600 2.13 0 0
296 40 0.35 68507 2.13 0 0
297 40 0.36 68415 2.13 0 0
298 40 0.36 68326 2.13 0 0
299 40 0.36 68232 2.12 0 0
300 40 0.37 68135 2.12 0 0
301 40 0.37 68042 2.12 0 0
302 41 0.37 67942 2.11 0 0
303 42 0.38 67840 2.11 0 0
304 49 0.38 67737 2.11 0 0
305 55 0.38 67632 2.1 0 0
306 62 0.39 67538 2.1 0 0
307 71 0.39 67450 2.1 0 0
308 76 0.4 67367 2.1 0 0
309 80 0.4 67282 2.09 0 0
310 80 0.4 67201 2.09 0 0
311 80 0.41 67121 2.09 0 0
312 80 0.41 67036 2.09 0 0
313 80 0.41 66953 2.08 0 0
314 80 0.42 66871 2.08 0 0
315 80 0.42 66785 2.08 0 0
316 80 0.42 66704 2.08 0 0
317 80 0.43 66618 2.07 0 0
318 80 0.43 66535 2.07 0 0
